Time_IV(s),Voltage(V),Current(A),Time_Optical(s),OpticalSignal
64.580000,-0.072784,-0.080505,,
64.590000,-0.072632,-0.080200,,
64.600000,-0.072174,-0.079834,,
64.610000,-0.072021,-0.079498,,
64.620000,-0.071564,-0.079163,,
64.630000,-0.071411,-0.078827,,
64.640000,-0.071106,-0.078522,,
64.650000,-0.070648,-0.078156,,
64.660000,-0.070343,-0.077820,,
64.670000,-0.070038,-0.077454,,
64.680000,-0.069733,-0.077118,,
64.690000,-0.069580,-0.076843,,
64.700000,-0.069122,-0.076447,,
64.710000,-0.068817,-0.076141,,
64.720000,-0.068665,-0.075836,,
64.730000,-0.068359,-0.075500,,
64.740000,-0.068054,-0.075165,,
64.750000,-0.067902,-0.074982,,
64.760000,-0.067596,-0.074646,,
64.770000,-0.067139,-0.074249,,
64.780000,-0.066986,-0.073975,,
64.790000,-0.066681,-0.073669,,
64.800000,-0.066223,-0.073303,,
64.810000,-0.066071,-0.072968,,
64.820000,-0.065765,-0.072662,,
64.830000,-0.065308,-0.072296,,
64.840000,-0.065155,-0.071960,,
64.850000,-0.064850,-0.071594,,
64.860000,-0.064545,-0.071289,,
64.870000,-0.064240,-0.070984,,
64.880000,-0.063934,-0.070618,,
64.890000,-0.063629,-0.070251,,
64.900000,-0.063171,-0.069946,,
64.910000,-0.063019,-0.069641,,
64.920000,-0.062714,-0.069275,,
64.930000,-0.062408,-0.068939,,
64.940000,-0.062103,-0.068604,,
64.950000,-0.061798,-0.068237,,
64.960000,-0.061493,-0.067932,,
64.970000,-0.061188,-0.067627,,
64.980000,-0.060730,-0.067261,,
64.990000,-0.060577,-0.066986,,
65.000000,-0.060425,-0.066772,,
65.010000,-0.060120,-0.066467,,
65.020000,-0.059814,-0.066101,,
65.030000,-0.059509,-0.065765,,
65.040000,-0.059204,-0.065399,,
65.050000,-0.058899,-0.065063,,
65.060000,-0.058594,-0.064758,,
65.070000,-0.058289,-0.064392,,
65.080000,-0.057983,-0.064087,,
65.090000,-0.057678,-0.063751,,
65.100000,-0.057373,-0.063416,,
65.110000,-0.057068,-0.063080,,
65.120000,-0.056763,-0.062744,,
65.130000,-0.056458,-0.062378,,
65.140000,-0.056152,-0.062042,,
65.150000,-0.055847,-0.061737,,
65.160000,-0.055542,-0.061371,,
65.170000,-0.055237,-0.061066,,
65.180000,-0.054932,-0.060669,,
65.190000,-0.054626,-0.060394,,
65.200000,-0.054321,-0.060059,,
65.210000,-0.054016,-0.059692,,
65.220000,-0.053711,-0.059357,,
65.230000,-0.053406,-0.059052,,
65.240000,-0.053101,-0.058685,,
65.250000,-0.052948,-0.058533,,
65.260000,-0.052643,-0.058228,,
65.270000,-0.052338,-0.057861,,
65.280000,-0.052032,-0.057495,,
65.290000,-0.051727,-0.057190,,
65.300000,-0.051422,-0.056854,,
65.310000,-0.051117,-0.056519,,
65.320000,-0.050812,-0.056183,,
65.330000,-0.050659,-0.055847,,
65.340000,-0.050201,-0.055481,,
65.350000,-0.049896,-0.055176,,
65.360000,-0.049591,-0.054840,,
65.370000,-0.049286,-0.054474,,
65.380000,-0.048981,-0.054169,,
65.390000,-0.048676,-0.053833,,
65.400000,-0.048370,-0.053528,,
65.410000,-0.048065,-0.053162,,
65.420000,-0.047760,-0.052856,,
65.430000,-0.047455,-0.052490,,
65.440000,-0.047150,-0.052155,,
65.450000,-0.046844,-0.051819,,
65.460000,-0.046692,-0.051514,,
65.470000,-0.046234,-0.051178,,
65.480000,-0.046082,-0.050812,,
65.490000,-0.045624,-0.050476,,
65.500000,-0.045471,-0.050323,,
65.510000,-0.045166,-0.049988,,
65.520000,-0.044861,-0.049652,,
65.530000,-0.044708,-0.049316,,
65.540000,-0.044250,-0.048950,,
65.550000,-0.043945,-0.048645,,
65.560000,-0.043640,-0.048309,,
65.570000,-0.043335,-0.047943,,
65.580000,-0.043030,-0.047607,,
65.590000,-0.042877,-0.047333,,
65.600000,-0.042419,-0.046936,,
65.610000,-0.042114,-0.046631,,
65.620000,-0.041962,-0.046295,,
65.630000,-0.041504,-0.045898,,
65.640000,-0.041199,-0.045593,,
65.650000,-0.040894,-0.045258,,
65.660000,-0.040588,-0.044922,,
65.670000,-0.040283,-0.044617,,
65.680000,-0.040131,-0.044250,,
65.690000,-0.039673,-0.043915,,
65.700000,-0.039368,-0.043610,,
65.710000,-0.039215,-0.043274,,
65.720000,-0.038757,-0.042938,,
65.730000,-0.038605,-0.042633,,
65.740000,-0.038147,-0.042267,,
65.750000,-0.038147,-0.042114,,
65.760000,-0.037689,-0.041779,,
65.770000,-0.037537,-0.041443,,
65.780000,-0.037231,-0.041077,,
65.790000,-0.036774,-0.040741,,
65.800000,-0.036621,-0.040405,,
65.810000,-0.036316,-0.040070,,
65.820000,-0.036011,-0.039795,,
65.830000,-0.035706,-0.039398,,
65.840000,-0.035400,-0.039093,,
65.850000,-0.035095,-0.038757,,
65.860000,-0.034485,-0.038239,,
65.870000,-0.034332,-0.037933,,
65.880000,-0.034027,-0.037567,,
65.890000,-0.033722,-0.037201,,
65.900000,-0.033417,-0.036865,,
65.910000,-0.032959,-0.036560,,
65.920000,-0.032806,-0.036224,,
65.930000,-0.032501,-0.035858,,
65.940000,-0.032196,-0.035553,,
65.950000,-0.031738,-0.035217,,
65.960000,-0.031586,-0.034851,,
65.970000,-0.031281,-0.034515,,
65.980000,-0.030975,-0.034241,,
65.990000,-0.030670,-0.033844,,
66.000000,-0.030365,-0.033661,,
66.010000,-0.030212,-0.033386,,
66.020000,-0.029907,-0.033051,,
66.030000,-0.029602,-0.032684,,
66.040000,-0.029297,-0.032410,,
66.050000,-0.028992,-0.032043,,
66.060000,-0.028687,-0.031708,,
66.070000,-0.028381,-0.031403,,
66.080000,-0.028076,-0.031067,,
66.090000,-0.027771,-0.030701,,
66.100000,-0.027466,-0.030334,,
66.110000,-0.027161,-0.030029,,
66.120000,-0.026855,-0.029694,,
66.130000,-0.026550,-0.029358,,
66.140000,-0.026245,-0.029022,,
66.150000,-0.025940,-0.028687,,
66.160000,-0.025635,-0.028381,,
66.170000,-0.025330,-0.028046,,
66.180000,-0.025024,-0.027649,,
66.190000,-0.024719,-0.027405,,
66.200000,-0.024414,-0.027039,,
66.210000,-0.024109,-0.026672,,
66.220000,-0.023804,-0.026337,,
66.230000,-0.023499,-0.026001,,
66.240000,-0.023193,-0.025696,,
66.250000,-0.023041,-0.025513,,
66.260000,-0.022736,-0.025177,,
66.270000,-0.022430,-0.024811,,
66.280000,-0.022125,-0.024475,,
66.290000,-0.021820,-0.024170,,
66.300000,-0.021515,-0.023834,,
66.310000,-0.021210,-0.023529,,
66.320000,-0.020905,-0.023132,,
66.330000,-0.020599,-0.022797,,
66.340000,-0.020294,-0.022491,,
66.350000,-0.019989,-0.022125,,
66.360000,-0.019684,-0.021820,,
66.370000,-0.019379,-0.021484,,
66.380000,-0.019073,-0.021118,,
66.390000,-0.018768,-0.020782,,
66.400000,-0.018463,-0.020477,,
66.410000,-0.018158,-0.020142,,
66.420000,-0.017853,-0.019836,,
66.430000,-0.017548,-0.019470,,
66.440000,-0.017242,-0.019135,,
66.450000,-0.016937,-0.018768,,
66.460000,-0.016632,-0.018463,,
66.470000,-0.016327,-0.018097,,
66.480000,-0.016022,-0.017761,,
66.490000,-0.015717,-0.017426,,
66.500000,-0.015564,-0.017273,,
66.510000,-0.015259,-0.016937,,
66.520000,-0.014954,-0.016632,,
66.530000,-0.014648,-0.016266,,
66.540000,-0.014343,-0.015961,,
66.550000,-0.014038,-0.015594,,
66.560000,-0.013733,-0.015259,,
66.570000,-0.013428,-0.014923,,
66.580000,-0.013123,-0.014587,,
66.590000,-0.012817,-0.014252,,
66.600000,-0.012512,-0.013885,,
66.610000,-0.012207,-0.013550,,
66.620000,-0.011902,-0.013245,,
66.630000,-0.011749,-0.012939,,
66.640000,-0.011292,-0.012604,,
66.650000,-0.010986,-0.012238,,
66.660000,-0.010834,-0.011932,,
66.670000,-0.010529,-0.011627,,
66.680000,-0.010223,-0.011292,,
66.690000,-0.009766,-0.010925,,
66.700000,-0.009613,-0.010590,,
66.710000,-0.009308,-0.010254,,
66.720000,-0.009003,-0.009918,,
66.730000,-0.008545,-0.009552,,
66.740000,-0.008240,-0.009247,,
66.750000,-0.008087,-0.009064,,
66.760000,-0.007782,-0.008728,,
66.770000,-0.007477,-0.008392,,
66.780000,-0.007172,-0.008057,,
66.790000,-0.006866,-0.007690,,
66.800000,-0.006714,-0.007355,,
66.810000,-0.006409,-0.007111,,
66.820000,-0.006104,-0.006744,,
66.830000,-0.005798,-0.006409,,
66.840000,-0.005493,-0.006042,,
66.850000,-0.005188,-0.005737,,
66.860000,-0.004730,-0.005371,,
66.870000,-0.004578,-0.005066,,
66.880000,-0.004120,-0.004730,,
66.890000,-0.003967,-0.004425,,
66.900000,-0.003662,-0.004059,,
66.910000,-0.003357,-0.003754,,
66.920000,-0.003052,-0.003387,,
66.930000,-0.002747,-0.003021,,
66.940000,-0.002441,-0.002686,,
66.950000,-0.002136,-0.002380,,
66.960000,-0.001831,-0.002045,,
66.970000,-0.001526,-0.001678,,
66.980000,-0.001221,-0.001404,,
66.990000,-0.000916,-0.001007,,
67.000000,-0.000763,-0.000854,,
67.010000,-0.000458,-0.000488,,
67.020000,-0.000153,-0.000214,,
67.030000,0.000305,0.000183,,
67.040000,0.000458,0.000458,,
67.050000,0.000763,0.000793,,
67.060000,0.001068,0.001160,,
67.070000,0.001373,0.001465,,
67.080000,0.001678,0.001831,,
67.090000,0.002136,0.002197,,
67.100000,0.002289,0.002472,,
67.110000,0.002594,0.002838,,
67.120000,0.002899,0.003143,,
67.130000,0.003204,0.003540,,
67.140000,0.003510,0.003845,,
67.150000,0.003815,0.004181,,
67.160000,0.004120,0.004486,,
67.170000,0.004425,0.004822,,
67.180000,0.004730,0.005157,,
67.190000,0.005035,0.005554,,
67.200000,0.005341,0.005859,,
67.210000,0.005646,0.006165,,
67.220000,0.005951,0.006531,,
67.230000,0.006256,0.006836,,
67.240000,0.006561,0.007202,,
67.250000,0.006714,0.007324,,
67.260000,0.007019,0.007690,,
67.270000,0.007324,0.008057,,
67.280000,0.007629,0.008362,,
67.290000,0.007935,0.008698,,
67.300000,0.008240,0.009033,,
67.310000,0.008545,0.009399,,
67.320000,0.008850,0.009705,,
67.330000,0.009155,0.010040,,
67.340000,0.009460,0.010345,,
67.350000,0.009613,0.010681,,
67.360000,0.010071,0.011017,,
67.370000,0.010376,0.011322,,
67.380000,0.010681,0.011719,,
67.390000,0.010986,0.012054,,
67.400000,0.011292,0.012360,,
67.410000,0.011597,0.012695,,
67.420000,0.011902,0.013062,,
67.430000,0.012207,0.013428,,
67.440000,0.012512,0.013733,,
67.450000,0.012817,0.014069,,
67.460000,0.013123,0.014435,,
67.470000,0.013428,0.014709,,
67.480000,0.013733,0.015198,,
67.490000,0.014191,0.015564,,
67.500000,0.014343,0.015778,,
67.510000,0.014648,0.016113,,
67.520000,0.014954,0.016449,,
67.530000,0.015106,0.016724,,
67.540000,0.015564,0.017090,,
67.550000,0.015717,0.017395,,
67.560000,0.016174,0.017731,,
67.570000,0.016327,0.018066,,
67.580000,0.016785,0.018402,,
67.590000,0.017090,0.018768,,
67.600000,0.017395,0.019104,,
67.610000,0.017700,0.019440,,
67.620000,0.018005,0.019745,,
67.630000,0.018311,0.020111,,
67.640000,0.018463,0.020447,,
67.650000,0.018921,0.020721,,
67.660000,0.019226,0.021088,,
67.670000,0.019379,0.021393,,
67.680000,0.019684,0.021729,,
67.690000,0.020142,0.022095,,
67.700000,0.020447,0.022430,,
67.710000,0.020752,0.022766,,
67.720000,0.021057,0.023132,,
67.730000,0.021210,0.023468,,
67.740000,0.021515,0.023773,,
67.750000,0.021667,0.023895,,
67.760000,0.021973,0.024261,,
67.770000,0.022278,0.024689,,
67.780000,0.022583,0.024963,,
67.790000,0.022888,0.025269,,
67.800000,0.023193,0.025604,,
67.810000,0.023499,0.025940,,
67.820000,0.023804,0.026306,,
67.830000,0.024109,0.026642,,
67.840000,0.024414,0.026978,,
67.850000,0.024719,0.027283,,
67.860000,0.025024,0.027618,,
67.870000,0.025330,0.027954,,
67.880000,0.025635,0.028320,,
67.890000,0.025940,0.028656,,
67.900000,0.026398,0.028992,,
67.910000,0.026550,0.029297,,
67.920000,0.026855,0.029633,,
67.930000,0.027161,0.029968,,
67.940000,0.027618,0.030304,,
67.950000,0.027771,0.030670,,
67.960000,0.028076,0.031006,,
67.970000,0.028381,0.031311,,
67.980000,0.028687,0.031647,,
67.990000,0.028992,0.031952,,
68.000000,0.029144,0.032135,,
68.010000,0.029449,0.032501,,
68.020000,0.029755,0.032837,,
68.030000,0.030060,0.033173,,
68.040000,0.030365,0.033508,,
68.050000,0.030670,0.033844,,
68.060000,0.030975,0.034180,,
68.070000,0.031281,0.034485,,
68.080000,0.031586,0.034851,,
68.090000,0.031891,0.035156,,
68.100000,0.032196,0.035461,,
68.110000,0.032501,0.035828,,
68.120000,0.032806,0.036163,,
68.130000,0.033112,0.036499,,
68.140000,0.033417,0.036835,,
68.150000,0.033722,0.037201,,
68.160000,0.034027,0.037506,,
68.170000,0.034332,0.037872,,
68.180000,0.034637,0.038147,,
68.190000,0.034943,0.038483,,
68.200000,0.035248,0.038849,,
68.210000,0.035553,0.039246,,
68.220000,0.035858,0.039551,,
68.230000,0.036163,0.039886,,
68.240000,0.036469,0.040222,,
68.250000,0.036621,0.040375,,
68.260000,0.036926,0.040710,,
68.270000,0.037231,0.041046,,
68.280000,0.037537,0.041351,,
68.290000,0.037842,0.041656,,
68.300000,0.038147,0.042023,,
68.310000,0.038452,0.042389,,
68.320000,0.038757,0.042755,,
68.330000,0.039063,0.043060,,
68.340000,0.039215,0.043335,,
68.350000,0.039673,0.043701,,
68.360000,0.039978,0.044037,,
68.370000,0.040283,0.044373,,
68.380000,0.040588,0.044708,,
68.390000,0.040894,0.045044,,
68.400000,0.041046,0.045410,,
68.410000,0.041504,0.045746,,
68.420000,0.041809,0.046051,,
68.430000,0.042114,0.046417,,
68.440000,0.042419,0.046753,,
68.450000,0.042725,0.047089,,
68.460000,0.043030,0.047424,,
68.470000,0.043335,0.047729,,
68.480000,0.043488,0.048035,,
68.490000,0.043945,0.048401,,
68.500000,0.044098,0.048615,,
68.510000,0.044403,0.048950,,
68.520000,0.044708,0.049255,,
68.530000,0.045013,0.049591,,
68.540000,0.045319,0.049927,,
68.550000,0.045471,0.050232,,
68.560000,0.045929,0.050629,,
68.570000,0.046234,0.050964,,
68.580000,0.046387,0.051300,,
68.590000,0.046844,0.051666,,
68.600000,0.047150,0.051941,,
68.610000,0.047302,0.052307,,
68.620000,0.047760,0.052612,,
68.630000,0.047913,0.052917,,
68.640000,0.048218,0.053284,,
68.650000,0.048676,0.053650,,
68.660000,0.048828,0.053925,,
68.670000,0.049286,0.054321,,
68.680000,0.049438,0.054626,,
68.690000,0.049744,0.054962,,
68.700000,0.050201,0.055328,,
68.710000,0.050354,0.055664,,
68.720000,0.050812,0.055939,,
68.730000,0.051117,0.056305,,
68.740000,0.051270,0.056641,,
68.750000,0.051422,0.056824,,
68.760000,0.051727,0.057159,,
68.770000,0.052032,0.057495,,
68.780000,0.052338,0.057800,,
68.790000,0.052795,0.058167,,
68.800000,0.052948,0.058502,,
68.810000,0.053406,0.058807,,
68.820000,0.053711,0.059174,,
68.830000,0.054016,0.059509,,
68.840000,0.054169,0.059814,,
68.850000,0.054626,0.060181,,
68.860000,0.054932,0.060547,,
68.870000,0.055237,0.060852,,
68.880000,0.055389,0.061157,,
68.890000,0.055695,0.061493,,
68.900000,0.056000,0.061829,,
68.910000,0.056305,0.062164,,
68.920000,0.056610,0.062500,,
68.930000,0.057068,0.062836,,
68.940000,0.057373,0.063202,,
68.950000,0.057678,0.063538,,
68.960000,0.057983,0.063873,,
68.970000,0.058136,0.064209,,
68.980000,0.058441,0.064514,,
68.990000,0.058899,0.064880,,
69.000000,0.058899,0.065002,,
69.010000,0.059357,0.065369,,
69.020000,0.059662,0.065735,,
69.030000,0.059814,0.066040,,
69.040000,0.060120,0.066376,,
69.050000,0.060425,0.066711,,
69.060000,0.060883,0.067078,,
69.070000,0.061035,0.067383,,
69.080000,0.061340,0.067749,,
69.090000,0.061798,0.068085,,
69.100000,0.062103,0.068604,,
69.110000,0.062408,0.068909,,
69.120000,0.062714,0.069244,,
69.130000,0.063019,0.069580,,
69.140000,0.063324,0.069916,,
69.150000,0.063629,0.070282,,
69.160000,0.063934,0.070587,,
69.170000,0.064240,0.070923,,
69.180000,0.064545,0.071259,,
69.190000,0.064850,0.071594,,
69.200000,0.065155,0.071930,,
69.210000,0.065460,0.072296,,
69.220000,0.065765,0.072571,,
69.230000,0.066071,0.072968,,
69.240000,0.066376,0.073242,,
69.250000,0.066528,0.073425,,
69.260000,0.066833,0.073761,,
69.270000,0.067139,0.074097,,
69.280000,0.067444,0.074463,,
69.290000,0.067749,0.074768,,
69.300000,0.068054,0.075134,,
69.310000,0.068359,0.075470,,
69.320000,0.068665,0.075806,,
69.330000,0.068970,0.076141,,
69.340000,0.069275,0.076447,,
69.350000,0.069580,0.076782,,
69.360000,0.069885,0.077148,,
69.370000,0.070190,0.077515,,
69.380000,0.070496,0.077820,,
69.390000,0.070801,0.078156,,
69.400000,0.071106,0.078522,,
69.410000,0.071411,0.078796,,
69.420000,0.071716,0.079102,,
69.430000,0.072021,0.079468,,
69.440000,0.072327,0.079803,,
69.450000,0.072632,0.080170,,
69.460000,0.072937,0.080505,,
69.470000,0.073242,0.080811,,
69.480000,0.073547,0.081177,,
69.490000,0.073853,0.081482,,
69.500000,0.074005,0.081665,,
69.510000,0.074310,0.082031,,
69.520000,0.074615,0.082306,,
69.530000,0.074921,0.082703,,
69.540000,0.075226,0.083008,,
69.550000,0.075531,0.083344,,
69.560000,0.075836,0.083649,,
69.570000,0.076141,0.084015,,
69.580000,0.076447,0.084351,,
69.590000,0.076752,0.084686,,
69.600000,0.077057,0.085022,,
69.610000,0.077362,0.085327,,
69.620000,0.077667,0.085693,,
69.630000,0.077972,0.085999,,
69.640000,0.078278,0.086365,,
69.650000,0.078583,0.086700,,
69.660000,0.078888,0.087036,,
69.670000,0.079193,0.087341,,
69.680000,0.079498,0.087708,,
69.690000,0.079803,0.088013,,
69.700000,0.079956,0.088379,,
69.710000,0.080414,0.088715,,
69.720000,0.080566,0.089020,,
69.730000,0.081024,0.089355,,
69.740000,0.081329,0.089722,,
69.750000,0.081329,0.089874,,
69.760000,0.081787,0.090240,,
69.770000,0.081940,0.090546,,
69.780000,0.082397,0.090942,,
69.790000,0.082550,0.091217,,
69.800000,0.082855,0.091553,,
69.810000,0.083160,0.091888,,
69.820000,0.083618,0.092255,,
69.830000,0.083923,0.092529,,
69.840000,0.084076,0.092896,,
69.850000,0.084381,0.093231,,
69.860000,0.084686,0.093597,,
69.870000,0.084991,0.093872,,
69.880000,0.085449,0.094238,,
69.890000,0.085754,0.094604,,
69.900000,0.086060,0.094940,,
69.910000,0.086365,0.095215,,
69.920000,0.086517,0.095581,,
69.930000,0.086823,0.095917,,
69.940000,0.087128,0.096252,,
69.950000,0.087585,0.096619,,
69.960000,0.087738,0.096863,,
69.970000,0.088043,0.097229,,
69.980000,0.088501,0.097595,,
69.990000,0.088806,0.097931,,
70.000000,0.088806,0.098083,,
70.010000,0.089111,0.098450,,
70.020000,0.089417,0.098785,,
70.030000,0.089722,0.099091,,
70.040000,0.090027,0.099426,,
70.050000,0.090332,0.099762,,
70.060000,0.090637,0.100128,,
70.070000,0.090942,0.100403,,
70.080000,0.091248,0.100769,,
70.090000,0.091553,0.101105,,
70.100000,0.091858,0.101440,,
70.110000,0.092163,0.101807,,
70.120000,0.092621,0.102142,,
70.130000,0.092773,0.102509,,
70.140000,0.093079,0.102814,,
70.150000,0.093384,0.103149,,
70.160000,0.093689,0.103485,,
70.170000,0.093994,0.103821,,
70.180000,0.094299,0.104126,,
70.190000,0.094604,0.104492,,
70.200000,0.094910,0.104797,,
70.210000,0.095215,0.105133,,
70.220000,0.095520,0.105469,,
70.230000,0.095825,0.105804,,
70.240000,0.096130,0.106140,,
70.250000,0.096283,0.106323,,
70.260000,0.096588,0.106628,,
70.270000,0.096893,0.106995,,
70.280000,0.097198,0.107300,,
70.290000,0.097504,0.107635,,
70.300000,0.097809,0.108002,,
70.310000,0.098114,0.108307,,
70.320000,0.098419,0.108643,,
70.330000,0.098724,0.108978,,
70.340000,0.099030,0.109314,,
70.350000,0.099335,0.109619,,
70.360000,0.099640,0.109985,,
70.370000,0.099945,0.110321,,
70.380000,0.100250,0.110687,,
70.390000,0.100555,0.110992,,
70.400000,0.100861,0.111420,,
70.410000,0.101166,0.111664,,
70.420000,0.101471,0.112030,,
70.430000,0.101776,0.112335,,
70.440000,0.102081,0.112671,,
70.450000,0.102386,0.113037,,
70.460000,0.102692,0.113342,,
70.470000,0.102997,0.113647,,
70.480000,0.103302,0.113983,,
70.490000,0.103607,0.114380,,
70.500000,0.103760,0.114532,,
70.510000,0.104065,0.114899,,
70.520000,0.104370,0.115173,,
70.530000,0.104675,0.115540,,
70.540000,0.104980,0.115875,,
70.550000,0.105286,0.116211,,
70.560000,0.105591,0.116547,,
70.570000,0.105896,0.116882,,
70.580000,0.106201,0.117218,,
70.590000,0.106506,0.117554,,
70.600000,0.106812,0.117920,,
70.610000,0.107117,0.118225,,
70.620000,0.107422,0.118561,,
70.630000,0.107727,0.118896,,
70.640000,0.108032,0.119232,,
70.650000,0.108337,0.119568,,
70.660000,0.108643,0.119934,,
70.670000,0.108948,0.120270,,
70.680000,0.109100,0.120575,,
70.690000,0.109558,0.120911,,
70.700000,0.109863,0.121246,,
70.710000,0.110016,0.121552,,
70.720000,0.110626,0.122040,,
70.730000,0.110931,0.122437,,
70.740000,0.111237,0.122772,,
70.750000,0.111389,0.122894,,
70.760000,0.111542,0.123199,,
70.770000,0.112000,0.123596,,
70.780000,0.112305,0.123932,,
70.790000,0.112457,0.124237,,
70.800000,0.112915,0.124634,,
70.810000,0.113068,0.124939,,
70.820000,0.113373,0.125214,,
70.830000,0.113678,0.125580,,
70.840000,0.114136,0.125916,,
70.850000,0.114288,0.126221,,
70.860000,0.114746,0.126556,,
70.870000,0.114899,0.126923,,
70.880000,0.115356,0.127258,,
70.890000,0.115509,0.127625,,
70.900000,0.115967,0.127930,,
70.910000,0.116119,0.128204,,
70.920000,0.116577,0.128571,,
70.930000,0.116730,0.128906,,
70.940000,0.117188,0.129333,,
70.950000,0.117493,0.129639,,
70.960000,0.117645,0.129883,,
70.970000,0.117950,0.130249,,
70.980000,0.118408,0.130615,,
70.990000,0.118561,0.130951,,
71.000000,0.118713,0.131104,,
71.010000,0.119019,0.131439,,
71.020000,0.119324,0.131775,,
71.030000,0.119629,0.132080,,
71.040000,0.119934,0.132416,,
71.050000,0.120239,0.132782,,
71.060000,0.120697,0.133118,,
71.070000,0.120850,0.133484,,
71.080000,0.121155,0.133789,,
71.090000,0.121460,0.134125,,
71.100000,0.121918,0.134491,,
71.110000,0.122070,0.134796,,
71.120000,0.122375,0.135132,,
71.130000,0.122681,0.135468,,
71.140000,0.122986,0.135803,,
71.150000,0.123291,0.136169,,
